abrupt,(adj.6),突然的;意外的
absurd,(adj.6),荒謬的;愚蠢的
abundant,(adj.8),大量的;充足的; 豐富的
ace,(adj.3),第一流的;突出的
adolescent,(adj.10),青少年的;未成熟的
agricultural,(adj.12),農業的
airtight,(adj.8),密閉的;無懈可擊的
alien,(adj.5),外國的;外國人的
allergic,(adj.8),過敏的
alternate,(adj.9),輪流的
ample,(adj.5),大量的;充裕的
antique,(adj.7),年代久遠的;古董的
apt,(adj.3),易於...的;恰當的;聰明的
astray,(adj.6),迷路的;離開正道的
barbarian,(adj.9),野蠻(人)的
barefoot,(adj.8),赤腳的
barren,(adj.6),貧瘠的;荒蕪的;不妊的
bass,(adj.4),低沈的;男低音的
beloved,(adj.7),心愛的
beneficial,(adj.10),有益的;有利的
blond,(adj.5),白膚金髮碧眼的
blonde,(adj.6),白膚金髮碧眼的
bodily,(adj.6),肉體的;身體的;有形的
bronze,(adj.6),青銅製的;青銅色的
carefree,(adj.8),無憂無慮的;輕鬆愉快的
cautious,(adj.8),十分小心的;謹慎的
centigrade,(adj.10),攝氏的
chestnut,(adj.8),栗色的
chubby,(adj.6),圓胖的
civic,(adj.5),城市的;市民的
clockwise,(adj.9),順時針方向的;右旋的
colonial,(adj.8),殖民地的;殖民的
commonplace,(adj.11),平凡的;普通的
communist,(adj.9),共產主義的
compact,(adj.7),緊密的;結實的;小型的
compassionate,(adj.13),有同情心的;慈悲的
compound,(adj.8),"合成的,複合的"
considerate,(adj.11),體諒的
constitutional,(adj.14),憲法的;生來的
contagious,(adj.10),接觸傳染的;(感情等)感染性的
contemporary,(adj.12),當代的
continental,(adj.11),洲的;大陸的
coral,(adj.5),珊瑚的;珊瑚色的
corrupt,(adj.7),腐敗的;貪污的
counterclockwise,(adj.16),逆時針方向的
cowardly,(adj.8),膽小的;懦怯的
cozy,(adj.4),舒適的;愜意的
crystal,(adj.7),水晶的
descriptive,(adj.11),描寫的;描述性的
destructive,(adj.11),破壞的;毀滅性的
distinctive,(adj.11),有特色的;特殊的
downward,(adj.8),"向下的,下降的;日趨沒落的"
dreadful,(adj.8),可怕的
elaborate,(adj.9),"精心製作的;煞費苦心的,辛勤的"
enthusiastic,(adj.12),熱情的;熱烈的
erect,(adj.5),豎起的
eternal,(adj.7),永久的;永恆的
evergreen,(adj.9),常綠的;常青的
exceptional,(adj.11),例外的;異常的;特殊的
excess,(adj.6),過量的;額外的
executive,(adj.9),執行的;行政部門的
extensive,(adj.9),廣大的;廣闊的
exterior,(adj.8),外部的;外面的
external,(adj.8),外面的;外來的
extinct,(adj.7),(火等)熄滅了的;絕種的
extraordinary,(adj.13),異常的;特別的
federal,(adj.7),聯邦(制)的
feeble,(adj.6),虛弱的;軟弱的
feminine,(adj.8),女性的;女孩氣的;陰性的
forgetful,(adj.9),健忘的
foul,(adj.4),惡臭的;污濁的;惡劣的;犯規的
frantic,(adj.7),(因喜悅或憤怒等)發狂似的
gay,(adj.3),同性戀的
geographical,(adj.12),地理學的;地理的
gorgeous,(adj.8),燦爛的;華麗的;極好的
grim,(adj.4),無情的;嚴厲的;恐怖的
gross,(adj.5),總的;粗略的;令人噁心的
hardy,(adj.5),能吃苦耐勞的;(植物等)耐寒的
hearty,(adj.6),衷心的;健壯的;豐盛的
heavenly,(adj.8),天堂般的
heroic,(adj.6),英雄的;英勇的
heterosexual,(adj.12),異性戀的
hoarse,(adj.6),(嗓音)嘶啞的
homosexual,(adj.10),同性戀的
horizontal,(adj.10),水平的;橫的
hostile,(adj.7),敵方的;懷敵意的
immense,(adj.7),巨大的;廣大的
imperial,(adj.8),帝國的
indifferent,(adj.11),不感興趣的;中立的;無關緊要的
indignant,(adj.9),憤怒的;憤慨的
indispensable,(adj.13),必不可少的;必需的
infinite,(adj.8),無限的
initiate,(adj.8),新加入的
inland,(adj.6),內地的;內陸的
innumerable,(adj.11),無數的
intent,(adj.6),專注的;熱切的;堅決要做的
interior,(adj.8),內的;內部的
inward,(adj.6),"裡面的,內部的;內心的;向內的"
jolly,(adj.5),"快活的,高興的"
juvenile,(adj.8),少年的;孩子氣的;幼年的
kin,(adj.3),有親屬關係的;同類的;類似的
knowledgeable,(adj.13),博學的;有見識的
lame,(adj.4),跛腳的;站不住腳的
lifelong,(adj.8),終身的;一輩子的
locomotive,(adj.10),活動的;移動的;火車頭的
lofty,(adj.5),高聳的;極高的;高傲的
lonesome,(adj.8),寂寞的;孤單的;荒涼的
maiden,(adj.6),未婚的;少女的;初次的
majestic,(adj.8),雄偉的;威嚴的;崇高的
manifest,(adj.8),顯然的;清楚的
marginal,(adj.8),頁邊的;邊緣的;不重要的
marine,(adj.6),海的;海生的;海軍陸戰隊的
martial,(adj.7),戰爭的;軍事的;尚武的
masculine,(adj.9),男性的;男子氣概的
massive,(adj.7),厚實的;粗大的;大量的
migrant,(adj.7),移居(尤指移出國境)的;流浪的
minimal,(adj.7),最小的;極微的
mock,(adj.4),假的;假裝的;模擬的
monstrous,(adj.9),怪異的;駭人聽聞的;巨大的
mortal,(adj.6),會死的;凡人的;致命的;極度的
muscular,(adj.8),肌肉的;健壯的
naive,(adj.5),天真的;幼稚的;輕信的
nasty,(adj.5),齷齪的;卑鄙的;難處理的
nonviolent,(adj.10),非暴力的
notable,(adj.7),值得注意的;顯著的
noticeable,(adj.10),顯而易見的;顯著的
nude,(adj.4),裸的;與生俱有的
oblong,(adj.6),橢圓形的
obstinate,(adj.9),頑固的;頑強的
olive,(adj.5),橄欖的;橄欖色的
oriental,(adj.8),(珍珠等)光輝奪目的;優質的
outgoing,(adj.8),直率的;往外的;即將離職的;友善的
outward,(adj.7),向外的;往外去的
overall,(adj.7),"總的,全部的,全面的"
pacific,(adj.7),(大寫) 太平洋的; 愛好和平的; 溫和的;平靜的
parallel,(adj.8),"平行的,同方向的"
passionate,(adj.10),熱情的;激昂的
patent,(adj.6),專利的
permissible,(adj.11),可允許的
poetic,(adj.6),詩的;韻文的
polar,(adj.5),北極的;南極的;截然對立的
potential,(adj.9),"潛在的,可能的"
prehistoric,(adj.11),史前的;舊式的
priceless,(adj.9),無價的;稀世之珍的
prior,(adj.5),在先的;在前的;居先的
ragged,(adj.6),破爛的;不整潔的;參差不齊的
rear,(adj.4),"後面的,背後的"
reckless,(adj.8),不在乎的;魯莽的
reptile,(adj.7),爬行動物(似)的
republican,(adj.10),共和政體的
resident,(adj.8),"居住的,定居的;常駐的"
reverse,(adj.7),顛倒的;相反的;反向的
ridiculous,(adj.10),"可笑的,荒謬的;滑稽的"
rigid,(adj.5),堅硬的;嚴格的;死板的
robust,(adj.6),強健的;健全的;結實的
rugged,(adj.6),高低不平的;粗糙的;粗線條的
sacred,(adj.6),神的;神聖的
salmon,(adj.6),"鮭肉色的,淺澄色的"
savage,(adj.6),野性的;兇猛的;殘酷的
secure,(adj.6),安全的牢固的
shabby,(adj.6),破爛的;破舊的;邋遢的
sloppy,(adj.6),懶散的;草率的
sly,(adj.3),狡猾的
sober,(adj.5),清醒的;沒喝醉的;嚴肅的
sole,(adj.4),單獨的;唯一的
solemn,(adj.6),嚴肅的;莊嚴的;鄭重的
solitary,(adj.8),單獨的;唯一的;隱居的
sovereign,(adj.9),最高統治者的;具有獨立主權的
squat,(adj.5),蹲著的;矮胖的
statistical,(adj.11),統計的;統計學的
stern,(adj.5),嚴厲的;堅定的
stout,(adj.5),矮胖的;結實的;牢固的
straightforward,(adj.15),一直向前的;正直的;簡單易懂的
stray,(adj.5),迷路的;流浪的;零星的
structural,(adj.10),建築上的;建築用的;結構上的
sturdy,(adj.6),結實的;健康的;堅固的
stylish,(adj.7),時髦的;漂亮的
substantial,(adj.11),大量的;實在的
superficial,(adj.11),外表的;粗略的;膚淺的
supreme,(adj.7),"最高的,至上的"
tan,(adj.3),鞣革的;棕褐色的
tentative,(adj.9),試驗性的;暫時性的;猶豫的
terminal,(adj.8),末端的;終點的
toxic,(adj.5),毒(性)的;有毒的
transparent,(adj.11),透明的;一目了然的;易懂的
trim,(adj.4),整齊的;苗條的
triple,(adj.6),三倍的;三重的
underneath,(adj.10),下面的;底層的
understandable,(adj.14),可理解的;能懂的
upright,(adj.7),挺直的;直立的;正直的
upward,(adj.6),向上的;升高的
utter,(adj.5),徹底的;十足的;絕對的
vague,(adj.5),(形狀等)模糊不清的;曖昧的
velvet,(adj.6),天鵝絨製的;柔軟光滑的
verbal,(adj.6),言辭上的;動詞的
vertical,(adj.8),垂直的;豎的
vigorous,(adj.8),精力充沛的
wary,(adj.4),小心翼翼的;謹防的
weary,(adj.5),疲倦的;厭倦的
weird,(adj.5),怪誕的
wholesale,(adj.9),批發的
wholesome,(adj.9),有益健康的;強健的
widespread,(adj.10),分佈(或散佈)廣的
worthwhile,(adj.10),值得花費時間(或金錢)的
worthy,(adj.6),值得的
abide,(v.5),忍受;等候
abolish,(v.7),廢除;廢止
accustom,(v.8),使習慣於
acknowledge,(v.11),承認
adore,(v.5),崇拜;愛慕
ally,(v.4),使結盟;使聯姻
alter,(v.5),改變;修改
alternate,(v.9),輪流
