able,(adj.4),能;有能力的
above,(adj.5),"上文的,前述的"
adult,(adj.5),成年的;成熟的;色情的
afraid,(adj.6),害怕
all,(adj.3),所有的;全部
alone,(adj.5),單獨的;孤單的
angry,(adj.5),生氣的
another,(adj.7),另一個
any,(adj.3),任何的
back,(adj.4),後面的;拖欠的;過去的
bad,(adj.3),壞的
basic,(adj.5),基本的
beautiful,(adj.9),漂亮的
best,(adj.4),最好的;最熟練的;最適當的
better,(adj.6),較佳的;更好的;更適當的
big,(adj.3),大的
black,(adj.5),黑色的
blue,(adj.4),藍色的
born,(adj.4),出生的;誕生的
both,(adj.4),兩者
bottom,(adj.6),"最低的;最後的,最下的"
brave,(adj.5),勇敢的
bright,(adj.6),光亮的
brown,(adj.5),褐色的;棕色的
busy,(adj.4),忙碌的
careful,(adj.7),小心的
certain,(adj.7),肯定的
chief,(adj.5),為首的;主要的
clean,(adj.5),乾淨的
clear,(adj.5),清楚的;晴朗的
close,(adj.5),近的;密切的
cold,(adj.4),寒冷的
common,(adj.6),常見的
cool,(adj.4),涼快的;很棒的;酷
correct,(adj.7),正確的
cute,(adj.4),可愛的
dark,(adj.4),黑暗的
dead,(adj.4),死的
dear,(adj.4),親愛的
deep,(adj.4),深的
different,(adj.9),不同的
difficult,(adj.9),困難的
direct,(adj.6),直接的
dirty,(adj.5),骯髒的
down,(adj.4),"情緒低落,消沈;(分期付款的)第一期的"
downstairs,(adj.10),樓下的
dry,(adj.3),乾的
each,(adj.4),每個
early,(adj.5),早的;提早的
east,(adj.4),東方的
easy,(adj.4),容易的
eight,(adj.5),八的
eighteen,(adj.8),十八的
eighty,(adj.6),八十的
either,(adj.6),兩者之一
eleven,(adj.6),十一的
English,(adj.7),英格蘭的;英國的;英國人的;英語的
enough,(adj.6),足夠的
equal,(adj.5),相等的; 平等的
even,(adj.4),均勻的;偶數的;平手的
every,(adj.5),每一個的
false,(adj.5),假的
far,(adj.3),遠的
fast,(adj.4),快的
fat,(adj.3),胖的
few,(adj.3),少數的;一些
fifteen,(adj.7),十五的
fifty,(adj.5),五十的
final,(adj.5),最終的
fine,(adj.4),好的
first,(adj.5),第一的
five,(adj.4),五的
foreign,(adj.7),"外國的,陌生的,外來的"
forty,(adj.5),四十的
four,(adj.4),四的
fourteen,(adj.8),十四的
free,(adj.4),空閒的;自由的;免費的
fresh,(adj.5),新鮮的
front,(adj.5),前面的;正面的
full,(adj.4),飽的;滿的
funny,(adj.5),可笑的;滑稽的
general,(adj.7),普遍的
glad,(adj.4),高興的
gold,(adj.4),金製的
good,(adj.4),好的
grand,(adj.5),雄偉的;總的
gray,(adj.4),灰色的
great,(adj.5),很棒;大的
green,(adj.5),綠色的
grey,(adj.4),灰色的
half,(adj.4),"一半的,二分之一的;不完整的"
happy,(adj.5),快樂的
hard,(adj.4),硬的;難的
heavy,(adj.5),重的
high,(adj.4),高的
home,(adj.4),家庭的;國內的
hot,(adj.3),熱的
huge,(adj.4),巨大的
human,(adj.5),人類的
hundred,(adj.7),一百的
hungry,(adj.6),飢餓的
important,(adj.9),重要的
in,(adj.2),在裡面的
inside,(adj.6),"裡面的,內側的;內幕的"
iron,(adj.4),鐵的;剛強的;殘酷的
just,(adj.4),正直的;公平的;應得的;正確的
key,(adj.3),"重要的,基本的,關鍵的"
